Name: 20-35-50
Gen0: 7 7
Gen1: 7 7
Gen2: 8 7
Gen3: 8 7
Gen4: 8 7
Gen5: 11 7
Gen6: 15 7
Gen7: 11 7
Gen8: 8 7
Gen9: 9 7
Gen10: 8 7
Gen11: 7 7
Gen12: 13 7
Gen13: 13 7
Gen14: 10 7
Gen15: 13 7
Gen16: 9 7
Gen17: 12 7
Gen18: 10 7
Gen19: 6 6
Gen20: 7 6
Gen21: 8 6
Gen22: 10 6
Gen23: 7 6
Gen24: 10 6
Gen25: 9 6
Gen26: 11 6
Gen27: 7 6
Gen28: 8 6
Gen29: 9 6
Gen30: 11 6
Gen31: 10 6
Gen32: 13 6
Gen33: 10 6
Gen34: 13 6
Gen35: 9 6
Gen36: 12 6
Gen37: 11 6
Gen38: 15 6
Gen39: 14 6
Gen40: 15 6
Gen41: 9 6
Gen42: 9 6
Gen43: 10 6
Gen44: 9 6
Gen45: 7 6
Gen46: 11 6
Gen47: 9 6
Gen48: 8 6
Gen49: 9 6
Gen50: 1010 6
Gen51: 1010 6
Gen52: 4018 6
Gen53: 1011 6
Gen54: 1011 6
Gen55: 1011 6
Gen56: 1010 6
Gen57: 1009 6
Gen58: 8 6
Gen59: 11 6
Gen60: 9 6
Gen61: 11 6
Gen62: 11 6
Gen63: 14 6
Gen64: 12 6
Gen65: 15 6
Gen66: 12 6
Gen67: 11 6
Gen68: 9 6
Gen69: 10 6
Gen70: 10 6
Gen71: 1011 6
Gen72: 1014 6
Gen73: 2017 6
Gen74: 1011 6
Gen75: 1010 6
Gen76: 1009 6
Gen77: 1009 6
Gen78: 1011 6
Gen79: 1009 6
Gen80: 8 6
Gen81: 11 6
Gen82: 8 6
Gen83: 10 6
Gen84: 9 6
Gen85: 8 6
Gen86: 7 6
Gen87: 8 6
Gen88: 7 6
Gen89: 9 6
Gen90: 7 6
Gen91: 8 6
Gen92: 8 6
Gen93: 7 6
Gen94: 6 6
Gen95: 9 6
Gen96: 7 6
Gen97: 9 6
Gen98: 6 6
Gen99: 7 6
Gen100: 11 6
Gen101: 7 6
Gen102: 8 6
Gen103: 7 6
Gen104: 9 6
Gen105: 7 6
Gen106: 8 6
Gen107: 8 6
Gen108: 9 6
Gen109: 10 6
Gen110: 11 6
Gen111: 8 6
Gen112: 9 6
Gen113: 8 6
Gen114: 7 6
Gen115: 10 6
Gen116: 11 6
Gen117: 7 6
Gen118: 1009 6
Gen119: 1008 6
Gen120: 1013 6
Gen121: 1010 6
Gen122: 1013 6
Gen123: 1010 6
Gen124: 1009 6
Gen125: 1011 6
Gen126: 1008 6
Gen127: 7 6
Gen128: 8 6
Gen129: 9 6
Gen130: 15 6
Gen131: 11 6
Gen132: 8 6
Gen133: 7 6
Gen134: 10 6
Gen135: 7 6
Gen136: 9 6
Gen137: 8 6
Gen138: 9 6
Gen139: 10 6
Gen140: 1011 6
Gen141: 1012 6
Gen142: 1015 6
Gen143: 1012 6
Gen144: 1009 6
Gen145: 1010 6
Gen146: 1014 6
Gen147: 1010 6
Gen148: 1012 6
Gen149: 11 6
Gen150: 12 6
Gen151: 7 6
Gen152: 6 6
Gen153: 7 6
Gen154: 8 6
Gen155: 8 6
Gen156: 7 6
Gen157: 9 6
Gen158: 9 6
Gen159: 9 6
Gen160: 1011 6
Gen161: 1011 6
Gen162: 1012 6
Gen163: 1009 6
Gen164: 1015 6
Gen165: 1011 6
Gen166: 1008 6
Gen167: 1011 6
Gen168: 1008 6
Gen169: 1012 6
Gen170: 11 6
Gen171: 10 6
Gen172: 9 6
Gen173: 8 6
Gen174: 10 6
Gen175: 6 6
Gen176: 9 6
Gen177: 7 6
Gen178: 9 6
Gen179: 7 6
Gen180: 8 6
Gen181: 9 6
Gen182: 8 6
Gen183: 8 6
Gen184: 9 6
Gen185: 7 6
Gen186: 6 6
Gen187: 9 6
Gen188: 10 6
Gen189: 12 6
Gen190: 8 6
Gen191: 7 6
Gen192: 10 6
Gen193: 9 6
Gen194: 7 6
Gen195: 8 6
Gen196: 7 6
Gen197: 6 6
Gen198: 12 6
Gen199: 1013 6
Gen200: 1009 6
Gen201: 1009 6
Gen202: 1009 6
Gen203: 1009 6
Gen204: 1010 6
Gen205: 1009 6
Gen206: 8 6
Gen207: 8 6
Gen208: 9 6
Gen209: 7 6
Gen210: 9 6
Gen211: 7 6
Gen212: 10 6
Gen213: 7 6
Gen214: 7 6
Gen215: 8 6
Gen216: 11 6
Gen217: 11 6
Gen218: 1012 6
Gen219: 1009 6
Gen220: 1011 6
Gen221: 1012 6
Gen222: 1015 6
Gen223: 1011 6
Gen224: 1012 6
Gen225: 1013 6
Gen226: 1010 6
Gen227: 1011 6
Gen228: 9 6
Gen229: 9 6
Gen230: 10 6
Gen231: 8 6
Gen232: 11 6
Gen233: 7 6
Gen234: 7 6
Gen235: 6 6
Gen236: 12 6
Gen237: 1014 6
Gen238: 9 6
Gen239: 6 6
Gen240: 10 6
Gen241: 7 6
Gen242: 8 6
Gen243: 7 6
Gen244: 10 6
Gen245: 7 6
Gen246: 6 6
Gen247: 12 6
Gen248: 9 6
Gen249: 13 6
Gen250: 10 6
Gen251: 7 6
Gen252: 8 6
Gen253: 1009 6
Gen254: 1010 6
Gen255: 1009 6
Gen256: 1009 6
Gen257: 1011 6
Gen258: 1008 6
Gen259: 1008 6
Gen260: 6 6
Gen261: 9 6
Gen262: 9 6
Gen263: 7 6
Gen264: 6 6
Gen265: 9 6
Gen266: 7 6
Gen267: 1013 6
Gen268: 1012 6
Gen269: 1015 6
Gen270: 11 6
Gen271: 15 6
Gen272: 15 6
Gen273: 9 6
Gen274: 9 6
Gen275: 12 6
Gen276: 9 6
Gen277: 8 6
Gen278: 11 6
Gen279: 8 6
Gen280: 9 6
Gen281: 1010 6
Gen282: 1016 6
Gen283: 1011 6
Gen284: 1010 6
Gen285: 1010 6
Gen286: 1010 6
Gen287: 1009 6
Gen288: 1009 6
Gen289: 1008 6
Gen290: 7 6
Gen291: 11 6
Gen292: 8 6
Gen293: 7 6
Gen294: 8 6
Gen295: 8 6
Gen296: 12 6
Gen297: 9 6
Gen298: 12 6
Gen299: 9 6
Gen300: 8 6
