Name: 20-35-50
Gen0: 4 4
Gen1: 5 4
Gen2: 7 4
Gen3: 8 4
Gen4: 10 4
Gen5: 4 4
Gen6: 6 4
Gen7: 9 4
Gen8: 5 4
Gen9: 4 4
Gen10: 9 4
Gen11: 8 4
Gen12: 10 4
Gen13: 4 4
Gen14: 5 4
Gen15: 3 3
Gen16: 9 3
Gen17: 11 3
Gen18: 3 3
Gen19: 1 1
Gen20: 1 1
Gen21: 6 1
Gen22: 5 1
Gen23: 8 1
Gen24: 10 1
Gen25: 4 1
Gen26: 6 1
Gen27: 1014 1
Gen28: 6 1
Gen29: 4 1
Gen30: 2 1
Gen31: 4 1
Gen32: 2 1
Gen33: 1 1
Gen34: 5 1
Gen35: 1 1
Gen36: 9 1
Gen37: 8 1
Gen38: 6 1
Gen39: 7 1
Gen40: 3 1
Gen41: 4 1
Gen42: 1 1
Gen43: 6 1
Gen44: 4 1
Gen45: 2 1
Gen46: 4 1
Gen47: 2 1
Gen48: 1 1
Gen49: 4 1
Gen50: 4 1
Gen51: 4 1
Gen52: 2 1
Gen53: 1 1
Gen54: 2 1
Gen55: 2 1
Gen56: 4 1
Gen57: 4 1
Gen58: 11 1
Gen59: 7 1
Gen60: 4 1
Gen61: 2 1
Gen62: 1 1
Gen63: 2 1
Gen64: 2 1
Gen65: 4 1
Gen66: 6 1
Gen67: 5 1
Gen68: 5 1
Gen69: 4 1
Gen70: 5 1
Gen71: 5 1
Gen72: 4 1
Gen73: 7 1
Gen74: 11 1
Gen75: 7 1
Gen76: 6 1
Gen77: 4 1
Gen78: 4 1
Gen79: 4 1
Gen80: 3 1
Gen81: 3 1
Gen82: 4 1
Gen83: 3 1
Gen84: 5 1
Gen85: 4 1
Gen86: 6 1
Gen87: 5 1
Gen88: 13 1
Gen89: 3 1
Gen90: 3 1
Gen91: 4 1
Gen92: 5 1
Gen93: 3 1
Gen94: 7 1
Gen95: 6 1
Gen96: 2 1
Gen97: 4 1
Gen98: 1014 1
Gen99: 4 1
Gen100: 3 1
Gen101: 3 1
Gen102: 4 1
Gen103: 2 1
Gen104: 2 1
Gen105: 4 1
