Name: 60-10-15
Gen0: 5013 5013
Gen1: 2015 2015
Gen2: 1015 1015
Gen3: 1013 1013
Gen4: 1013 1013
Gen5: 1013 1013
Gen6: 1013 1013
Gen7: 1013 1013
Gen8: 1013 1013
Gen9: 1013 1013
Gen10: 1013 1013
Gen11: 1013 1013
Gen12: 1013 1013
Gen13: 13 1013
Gen14: 13 13
Gen15: 13 13
Gen16: 13 13
Gen17: 13 13
Gen18: 13 13
Gen19: 13 13
Gen20: 13 13
Gen21: 13 13
Gen22: 13 13
Gen23: 3013 13
Gen24: 1013 13
Gen25: 13 13
Gen26: 13 13
Gen27: 13 13
Gen28: 13 13
Gen29: 13 13
Gen30: 13 13
Gen31: 13 13
Gen32: 13 13
Gen33: 13 13
Gen34: 13 13
Gen35: 5014 13
Gen36: 1014 13
Gen37: 14 13
Gen38: 14 13
Gen39: 14 13
Gen40: 14 13
Gen41: 14 13
Gen42: 14 13
Gen43: 14 13
Gen44: 14 13
Gen45: 14 13
Gen46: 14 13
Gen47: 11013 13
Gen48: 6015 13
Gen49: 3015 13
Gen50: 1015 13
Gen51: 15 13
Gen52: 14 13
Gen53: 14 13
Gen54: 14 13
Gen55: 14 13
Gen56: 14 13
Gen57: 14 13
Gen58: 14 13
Gen59: 14 13
Gen60: 14 13
Gen61: 14 13
Gen62: 4014 13
Gen63: 2014 13
Gen64: 14 13
Gen65: 14 13
Gen66: 14 13
Gen67: 14 13
Gen68: 14 13
Gen69: 14 13
Gen70: 14 13
Gen71: 14 13
Gen72: 14 13
Gen73: 14 13
Gen74: 5013 13
Gen75: 3013 13
Gen76: 2013 13
Gen77: 1014 13
Gen78: 14 13
Gen79: 14 13
Gen80: 14 13
Gen81: 14 13
Gen82: 14 13
Gen83: 14 13
Gen84: 14 13
Gen85: 14 13
Gen86: 14 13
Gen87: 14 13
Gen88: 4014 13
Gen89: 1014 13
Gen90: 13 13
Gen91: 13 13
Gen92: 13 13
Gen93: 13 13
Gen94: 13 13
Gen95: 13 13
Gen96: 13 13
Gen97: 13 13
Gen98: 13 13
Gen99: 13 13
Gen100: 4014 13
Gen101: 2014 13
Gen102: 1014 13
Gen103: 15 13
Gen104: 15 13
Gen105: 15 13
Gen106: 15 13
Gen107: 14 13
Gen108: 14 13
Gen109: 14 13
Gen110: 14 13
Gen111: 14 13
Gen112: 14 13
Gen113: 14 13
Gen114: 14 13
Gen115: 14 13
Gen116: 14 13
Gen117: 4014 13
Gen118: 2014 13
Gen119: 14 13
Gen120: 14 13
Gen121: 14 13
Gen122: 14 13
Gen123: 14 13
Gen124: 14 13
Gen125: 14 13
Gen126: 14 13
Gen127: 14 13
Gen128: 14 13
Gen129: 4014 13
Gen130: 2014 13
Gen131: 1014 13
Gen132: 15 13
Gen133: 14 13
Gen134: 14 13
Gen135: 14 13
Gen136: 14 13
Gen137: 14 13
Gen138: 14 13
Gen139: 14 13
Gen140: 14 13
Gen141: 14 13
Gen142: 14 13
Gen143: 14 13
Gen144: 14 13
Gen145: 14 13
Gen146: 14 13
Gen147: 14 13
Gen148: 14 13
Gen149: 14 13
Gen150: 14 13
Gen151: 14 13
Gen152: 14 13
Gen153: 7013 13
Gen154: 5013 13
Gen155: 3013 13
Gen156: 1014 13
Gen157: 14 13
Gen158: 13 13
Gen159: 13 13
Gen160: 13 13
Gen161: 13 13
Gen162: 13 13
Gen163: 13 13
Gen164: 13 13
Gen165: 13 13
Gen166: 13 13
Gen167: 13 13
Gen168: 13 13
Gen169: 13 13
Gen170: 13 13
Gen171: 13 13
Gen172: 13 13
Gen173: 13 13
Gen174: 13 13
Gen175: 13 13
Gen176: 13 13
Gen177: 13 13
Gen178: 4014 13
Gen179: 2014 13
Gen180: 14 13
Gen181: 14 13
Gen182: 14 13
Gen183: 14 13
Gen184: 14 13
Gen185: 14 13
Gen186: 14 13
Gen187: 14 13
Gen188: 14 13
Gen189: 14 13
Gen190: 11014 13
Gen191: 6015 13
Gen192: 3015 13
Gen193: 1015 13
Gen194: 15 13
Gen195: 14 13
Gen196: 14 13
Gen197: 14 13
Gen198: 14 13
Gen199: 14 13
Gen200: 14 13
Gen201: 14 13
Gen202: 14 13
Gen203: 14 13
Gen204: 14 13
Gen205: 12015 13
Gen206: 8015 13
Gen207: 4015 13
Gen208: 1015 13
Gen209: 15 13
Gen210: 15 13
Gen211: 15 13
Gen212: 15 13
Gen213: 15 13
Gen214: 15 13
Gen215: 15 13
Gen216: 15 13
Gen217: 15 13
Gen218: 15 13
Gen219: 7013 13
Gen220: 4013 13
Gen221: 1014 13
Gen222: 14 13
Gen223: 13 13
Gen224: 13 13
Gen225: 13 13
Gen226: 13 13
Gen227: 13 13
Gen228: 13 13
Gen229: 13 13
Gen230: 13 13
Gen231: 13 13
Gen232: 13 13
Gen233: 7014 13
Gen234: 3014 13
Gen235: 1014 13
Gen236: 1014 13
Gen237: 1014 13
Gen238: 1014 13
Gen239: 1014 13
Gen240: 1014 13
Gen241: 1014 13
Gen242: 1013 13
Gen243: 1013 13
Gen244: 1013 13
Gen245: 1013 13
Gen246: 13 13
Gen247: 13 13
Gen248: 13 13
Gen249: 13 13
Gen250: 13 13
Gen251: 13 13
Gen252: 13 13
Gen253: 13 13
Gen254: 13 13
Gen255: 13 13
Gen256: 1014 13
Gen257: 14 13
