File name: 400-50-80
Result: 10036
Gen 1:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 2:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 3:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 4:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 5:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 6:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 7:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 8:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 9:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
Gen 10:[17, 4, 53, 68, 18, 84, 85, 19, 35, 52, 80, 11, 24, 37, 75, 67, 10, 25, 48, 8, 38, 37, 50, 25, 40, 2, 22, 16, 23, 27, 55, 65, 75, 15, 60, 50, 68, 37, 8, 60, 8, 9, 75, 30, 84, 49, 63, 84, 83, 1, 6, 70, 61, 0, 73, 79, 29, 70, 18, 67, 14, 40, 85, 61, 12, 37, 78, 6, 26, 83, 42, 26, 67, 70, 64, 79, 48, 38, 80, 44, 9, 72, 61, 0, 59, 55, 80, 22, 7, 42, 74, 23, 39, 41, 76, 2, 68, 0, 55, 53, 58, 18, 52, 3, 47, 12, 21, 8, 40, 34, 29, 49, 30, 63, 76, 50, 51, 13, 54, 80, 73, 39, 46, 77, 8, 28, 62, 10, 66, 51, 58, 49, 30, 4, 46, 58, 3, 53, 36, 64, 38, 34, 32, 22, 8, 69, 81, 63, 43, 28, 84, 44, 57, 30, 57, 16, 35, 79, 2, 64, 58, 2, 21, 78, 68, 40, 11, 33, 61, 83, 37, 24, 77, 83, 31, 45, 32, 79, 22, 36, 17, 19, 70, 57, 75, 43, 39, 69, 45, 41, 61, 51, 29, 29, 73, 71, 82, 35, 15, 40, 85, 10, 30, 19, 2, 46, 67, 54, 43, 68, 65, 37, 59, 14, 20, 72, 74, 80, 31, 33, 1, 14, 28, 3, 82, 5, 31, 57, 17, 23, 15, 39, 71, 63, 48, 43, 9, 17, 74, 54, 35, 64, 61, 57, 39, 23, 5, 73, 69, 46, 47, 42, 77, 73, 3, 72, 25, 25, 26, 10, 49, 54, 54, 42, 76, 46, 21, 20, 75, 64, 21, 78, 82, 5, 11, 42, 13, 81, 77, 44, 31, 76, 85, 60, 50, 59, 76, 41, 22, 51, 31, 27, 26, 19, 52, 22, 1, 65, 52, 27, 5, 5, 65, 71, 62, 81, 38, 85, 81, 32, 61, 7, 40, 64, 79, 69, 34, 56, 32, 71, 70, 46, 75, 5, 62, 9, 57, 63, 63, 1, 15, 80, 44, 28, 63, 49, 77, 43, 83, 76, 6, 66, 50, 45, 47, 81, 17, 83, 56, 5, 52, 82, 1, 54, 55, 43, 33, 58, 85, 25, 53, 37, 65, 77, 41, 24, 75, 47, 78, 14, 34, 12, 49, 13, 19, 71, 20, 55, 5, 18, 32, 47, 35, 85, 8, 56, 16, 36, 68, 61, 45, 59, 36, 41, 29, 50, 31, 53, 1, 31, 16039]
